time,pm_1,pm_25,pm_10,pm_4
2024-06-17 17:05:26,1.0,1.86,3.25,1.0
2024-06-17 17:05:28,1.0,2.3,3.25,1.0
2024-06-17 17:05:31,1.0,2.19,3.19,1.0
2024-06-17 17:05:33,1.0,2.25,3.26,1.0
2024-06-17 17:05:36,1.0,2.15,3.15,1.0
2024-06-17 17:05:38,1.0,1.99,2.97,1.0
2024-06-17 17:05:40,1.0,1.94,3.41,1.0
2024-06-17 17:05:43,2.69,4.33,5.31,2.85
2024-06-17 17:05:45,2.51,3.9,4.69,2.66
2024-06-17 17:05:48,2.3,3.73,4.78,2.43
2024-06-17 17:05:50,1.98,3.18,4.37,2.09
2024-06-17 17:05:52,1.84,3.13,4.17,1.95
2024-06-17 17:05:55,1.66,3.13,3.97,1.75
2024-06-17 17:05:57,1.51,3.01,3.69,1.6
2024-06-17 17:06:00,1.39,2.57,3.62,1.47
2024-06-17 17:06:02,1.32,2.45,3.41,1.39
2024-06-17 17:06:04,1.3,2.79,3.73,1.37
2024-06-17 17:06:07,1.23,2.79,3.66,1.3
2024-06-17 17:06:09,1.2,2.53,3.36,1.27
2024-06-17 17:06:12,1.18,2.36,3.67,1.25
2024-06-17 17:06:14,1.15,2.67,3.45,1.22
2024-06-17 17:06:16,1.14,2.56,3.33,1.21
2024-06-17 17:06:19,1.16,2.72,3.5,1.23
2024-06-17 17:06:21,1.16,2.71,3.5,1.23
2024-06-17 17:06:24,1.15,2.64,3.42,1.22
2024-06-17 17:06:26,1.15,2.67,3.45,1.22
2024-06-17 17:06:28,1.15,2.65,3.43,1.22
2024-06-17 17:06:31,1.11,2.32,3.55,1.17
2024-06-17 17:06:33,1.06,2.42,3.6,1.12
2024-06-17 17:06:36,1.02,2.12,3.25,1.08
2024-06-17 17:06:38,1.0,2.38,3.48,1.05
2024-06-17 17:06:40,1.0,2.0,3.05,1.0
2024-06-17 17:06:43,1.0,2.04,3.02,1.0
2024-06-17 17:06:45,1.0,2.33,3.29,1.0
2024-06-17 17:06:48,1.0,2.18,3.12,1.0
2024-06-17 17:06:50,1.0,2.19,3.12,1.0
2024-06-17 17:06:52,1.0,2.02,2.93,1.0
2024-06-17 17:06:55,1.0,2.31,3.27,1.0
2024-06-17 17:06:57,1.0,2.12,3.12,1.0
2024-06-17 17:07:00,1.0,2.33,3.35,1.0
2024-06-17 17:07:02,1.0,2.3,3.32,1.0
2024-06-17 17:07:04,1.0,2.15,3.16,1.0
2024-06-17 17:07:07,1.0,1.99,2.96,1.0
2024-06-17 17:07:09,1.0,2.37,3.33,1.0
2024-06-17 17:07:12,1.0,1.95,2.93,1.0
2024-06-17 17:07:14,1.0,2.01,2.99,1.0
2024-06-17 17:07:16,1.0,2.0,2.98,1.0
2024-06-17 17:07:19,1.0,2.36,3.32,1.0
2024-06-17 17:07:21,1.0,2.34,3.3,1.0
2024-06-17 17:07:24,3.34,4.92,5.62,3.53
2024-06-17 17:07:26,12.16,14.22,15.17,12.86
2024-06-17 17:07:28,10.83,12.72,13.7,11.45
2024-06-17 17:07:31,10.73,12.46,13.84,11.35
2024-06-17 17:07:33,10.67,12.49,13.3,11.29
2024-06-17 17:07:36,8.86,10.65,11.46,9.37
2024-06-17 17:07:38,7.2,8.99,9.96,7.61
2024-06-17 17:07:40,5.39,7.2,8.17,5.7
2024-06-17 17:07:43,4.56,6.13,7.18,4.82
2024-06-17 17:07:45,3.88,5.27,6.57,4.11
2024-06-17 17:07:47,3.05,4.67,5.55,3.23
2024-06-17 17:07:50,2.59,3.99,4.85,2.73
2024-06-17 17:07:52,2.09,3.59,4.41,2.21
2024-06-17 17:07:55,1.83,2.99,4.01,1.93
2024-06-17 17:07:57,1.59,3.13,3.89,1.68
2024-06-17 17:07:59,1.33,2.52,3.49,1.4
2024-06-17 17:08:02,1.21,2.63,3.47,1.28
2024-06-17 17:08:04,1.13,2.44,3.2,1.19
2024-06-17 17:08:07,1.11,2.3,3.54,1.17
2024-06-17 17:08:09,1.1,2.21,3.43,1.16
2024-06-17 17:08:11,1.05,2.33,3.5,1.11
2024-06-17 17:08:14,1.01,2.52,3.14,1.07
2024-06-17 17:08:16,1.03,2.17,3.31,1.09
2024-06-17 17:08:19,1.05,2.31,3.47,1.11
2024-06-17 17:08:21,1.04,2.28,3.44,1.1
2024-06-17 17:08:23,1.01,2.55,3.17,1.07
2024-06-17 17:08:26,1.0,2.29,3.38,1.04
2024-06-17 17:08:28,1.0,2.07,3.13,1.01
2024-06-17 17:08:31,1.0,2.46,3.01,1.0
2024-06-17 17:08:33,1.0,2.42,3.53,1.05
2024-06-17 17:08:35,1.04,2.29,3.45,1.1
2024-06-17 17:08:38,1.06,2.44,3.62,1.12
2024-06-17 17:08:40,1.07,2.48,3.16,1.13
2024-06-17 17:08:43,1.08,2.57,3.27,1.14
2024-06-17 17:08:47,1.06,2.42,3.6,1.12
2024-06-17 17:08:50,1.06,2.46,3.14,1.13
2024-06-17 17:08:52,1.1,2.28,3.5,1.17
2024-06-17 17:08:55,1.1,2.27,3.5,1.17
2024-06-17 17:08:57,1.07,2.52,3.21,1.13
2024-06-17 17:08:59,1.04,2.29,3.45,1.1
2024-06-17 17:09:02,1.01,2.51,3.13,1.07
2024-06-17 17:09:04,1.02,2.11,3.25,1.08
2024-06-17 17:09:07,1.05,2.37,3.54,1.11
2024-06-17 17:09:09,1.12,2.38,3.62,1.18
2024-06-17 17:09:11,1.17,2.29,3.59,1.24
2024-06-17 17:09:14,1.19,2.47,3.29,1.26
2024-06-17 17:09:16,1.17,2.33,3.63,1.24
2024-06-17 17:09:19,1.15,2.6,3.37,1.21
2024-06-17 17:09:21,1.1,2.25,3.47,1.16
2024-06-17 17:09:23,1.08,2.61,3.32,1.15
2024-06-17 17:09:26,1.08,2.56,3.26,1.14
2024-06-17 17:09:28,1.07,2.52,3.21,1.13
2024-06-17 17:09:31,1.05,2.37,3.54,1.11
2024-06-17 17:09:33,1.03,2.22,3.37,1.09
2024-06-17 17:09:36,1.02,2.12,3.26,1.08
2024-06-17 17:09:38,1.0,2.43,3.54,1.06
2024-06-17 17:09:40,1.0,2.34,3.44,1.04
2024-06-17 17:09:43,1.0,2.33,3.42,1.04
2024-06-17 17:09:45,1.0,2.28,3.37,1.04
2024-06-17 17:09:47,1.0,2.31,3.4,1.04
2024-06-17 17:09:50,1.0,2.48,3.09,1.06
2024-06-17 17:09:52,1.02,2.11,3.24,1.08
2024-06-17 17:09:55,1.04,2.29,3.45,1.1
2024-06-17 17:09:57,1.05,2.32,3.49,1.11
2024-06-17 17:09:59,1.05,2.31,3.48,1.11
2024-06-17 17:10:02,1.08,2.61,3.31,1.15
2024-06-17 17:10:04,1.11,2.3,3.53,1.17
2024-06-17 17:10:07,1.13,2.48,3.24,1.2
2024-06-17 17:10:09,1.13,2.45,3.2,1.19
2024-06-17 17:10:11,1.11,2.3,3.53,1.17
2024-06-17 17:10:14,1.1,2.21,3.43,1.16
2024-06-17 17:10:16,1.11,2.34,3.58,1.18
2024-06-17 17:10:19,1.14,2.54,3.3,1.2
2024-06-17 17:10:21,1.13,2.45,3.2,1.19
2024-06-17 17:10:23,1.13,2.45,3.21,1.19
2024-06-17 17:10:26,1.12,2.42,3.67,1.19
2024-06-17 17:10:28,1.13,2.5,3.26,1.2
2024-06-17 17:10:31,1.1,2.21,3.43,1.16
2024-06-17 17:10:33,1.05,2.34,3.51,1.11
2024-06-17 17:10:35,1.01,2.54,3.17,1.07
2024-06-17 17:10:38,1.0,2.27,3.36,1.03
2024-06-17 17:10:40,1.0,2.09,3.15,1.01
2024-06-17 17:10:43,1.0,2.35,3.37,1.0
2024-06-17 17:10:45,1.0,2.27,3.29,1.0
2024-06-17 17:10:47,1.0,2.06,3.05,1.0
2024-06-17 17:10:50,1.0,2.4,3.37,1.0
2024-06-17 17:10:52,1.0,2.4,3.36,1.0
2024-06-17 17:10:55,1.0,2.21,3.22,1.0
2024-06-17 17:10:57,1.0,2.37,3.4,1.0
2024-06-17 17:10:59,1.0,2.25,3.26,1.0
2024-06-17 17:11:02,1.0,1.94,3.41,1.0
2024-06-17 17:11:04,1.0,2.08,3.07,1.0
2024-06-17 17:11:07,1.0,2.22,3.23,1.0
